정보,위치주소,시설이름,우편번호,주소,종목명,상세종목,가격,월,개최월,년도
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 광산로 92 황금휘트니스으로, 우편번호가 62424이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 헬스/요가이며, 강좌는 (2, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,황금휘트니스,62424,광주광역시 광산구 광산로 92,헬스,헬스/요가,110000,7,"(2, 4, 5, 6, 7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 금봉로 113 해바라기태권도으로, 우편번호가 62375이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (4, 5, 6, 7, 8)월에 개최되며, 가격은 140000원입니다. ",광주 광산구,해바라기태권도,62375,광주광역시 광산구 금봉로 113,태권도,태권도,140000,7,"(4, 5, 6, 7, 8)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 남동길48번길 29 국술원 제일체육관으로, 우편번호가 62449이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 건강증진 운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,국술원 제일체육관,62449,광주광역시 광산구 남동길48번길 29,합기도,건강증진 운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 목련로153번길 27 최강해동검도으로, 우편번호가 62326이고, 이용 가능한 종목은 검도입니다. 제공하는 강좌의 강좌명은 해동검도이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,최강해동검도,62326,광주광역시 광산구 목련로153번길 27,검도,해동검도,110000,7,"(6, 7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 사암로158번길 55 송우태권도으로, 우편번호가 62366이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,송우태권도,62366,광주광역시 광산구 사암로158번길 55,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 사암로340번길 35 예성태권도으로, 우편번호가 62328이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,예성태권도,62328,광주광역시 광산구 사암로340번길 35,태권도,태권도,110000,7,"(7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 산정로6번길 21-13 KIMS태권도장으로, 우편번호가 62344이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 KIMS태권도이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,KIMS태권도장,62344,광주광역시 광산구 산정로6번길 21-13,태권도,KIMS태권도,110000,7,"(7, 8)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 산정로6번길 21-13 KIMS태권도장으로, 우편번호가 62344이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 30000원입니다. ",광주 광산구,KIMS태권도장,62344,광주광역시 광산구 산정로6번길 21-13,태권도,태권도,30000,7,"(6, 7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 소촌로 142 상상필라테스으로, 우편번호가 62385이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 4:1 그룹필라테스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,상상필라테스,62385,광주광역시 광산구 소촌로 142,필라테스,4:1 그룹필라테스,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 송도로 153 바디스쿨으로, 우편번호가 62444이고, 이용 가능한 종목은 요가입니다. 제공하는 강좌의 강좌명은 요가이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,바디스쿨,62444,광주광역시 광산구 송도로 153,요가,요가,110000,7,"(7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 수완로33번길 76 수완MAX태권도장으로, 우편번호가 62306이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,수완MAX태권도장,62306,광주광역시 광산구 수완로33번길 76,태권도,태권도,110000,7,"(6, 7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 임방울대로 325 수완골프아카데미으로, 우편번호가 62306이고, 이용 가능한 종목은 골프입니다. 제공하는 강좌의 강좌명은 골프이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,수완골프아카데미,62306,광주광역시 광산구 임방울대로 325,골프,골프,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 첨단내촌로 102 월계효태권도으로, 우편번호가 62261이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,월계효태권도,62261,광주광역시 광산구 첨단내촌로 102,태권도,태권도,110000,7,"(2, 3, 4, 5, 6, 7, 8)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 풍영로329번길 51 튼튼한태권도으로, 우편번호가 62220이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,튼튼한태권도,62220,광주광역시 광산구 풍영로329번길 51,태권도,태권도,110000,7,"(7, 8, 9)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 풍영철길로 20-6 하모니예술심리치유센터으로, 우편번호가 62353이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각운동2이며, 강좌는 (5, 6, 7, 8)월에 개최되며, 가격은 80000원입니다. ",광주 광산구,하모니예술심리치유센터,62353,광주광역시 광산구 풍영철길로 20-6,기타종목,감각운동2,80000,7,"(5, 6, 7, 8)",2024
"광주 광산구에 있는 체육시설의 상세 주소는 광주광역시 광산구 풍영철길로 20-6 하모니예술심리치유센터으로, 우편번호가 62353이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 감각운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 광산구,하모니예술심리치유센터,62353,광주광역시 광산구 풍영철길로 20-6,기타종목,감각운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 금화로456번길 17 찬란한태권도으로, 우편번호가 61621이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 남구,찬란한태권도,61621,광주광역시 남구 금화로456번길 17,태권도,태권도,110000,7,"(2, 3, 4, 5, 6, 7, 8)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 대남대로127번길 13-1 꿈꾸는부엉이마을학교으로, 우편번호가 61665이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 뉴스포츠이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 남구,꿈꾸는부엉이마을학교,61665,광주광역시 남구 대남대로127번길 13-1,기타종목,뉴스포츠,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 방림로 30 블랙벨트태권도장으로, 우편번호가 61677이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 남구,블랙벨트태권도장,61677,광주광역시 남구 방림로 30,태권도,태권도,110000,7,"(7, 8, 9)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 백운로 64-1 백운최강합기도교육관으로, 우편번호가 61644이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 백운최강합기도교육관이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",광주 남구,백운최강합기도교육관,61644,광주광역시 남구 백운로 64-1,합기도,백운최강합기도교육관,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 봉선2로 41 나우휘트니스으로, 우편번호가 61696이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 헬스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)월에 개최되며, 가격은 110000원입니다. ",광주 남구,나우휘트니스,61696,광주광역시 남구 봉선2로 41,헬스,헬스,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 봉선2로 81 나라찬태권도으로, 우편번호가 61674이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 남구,나라찬태권도,61674,광주광역시 남구 봉선2로 81,태권도,태권도,110000,7,"(3, 4, 5, 6, 7, 8, 9)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 봉선2로 81 주식회사 케이원볼링 봉선점으로, 우편번호가 61674이고, 이용 가능한 종목은 볼링입니다. 제공하는 강좌의 강좌명은 볼링기초이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 남구,주식회사 케이원볼링 봉선점,61674,광주광역시 남구 봉선2로 81,볼링,볼링기초,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 봉선로 208 광주남구청소년수련관으로, 우편번호가 61705이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 자유수영이며, 강좌는 (7, 8)월에 개최되며, 가격은 65000원입니다. ",광주 남구,광주남구청소년수련관,61705,광주광역시 남구 봉선로 208,수영,자유수영,65000,7,"(7, 8)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 봉선중앙로 105 봉선태권도장으로, 우편번호가 61689이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 봉선태권도장이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 남구,봉선태권도장,61689,광주광역시 남구 봉선중앙로 105,태권도,봉선태권도장,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 불로마을길 9 봉선골프존으로, 우편번호가 61703이고, 이용 가능한 종목은 골프입니다. 제공하는 강좌의 강좌명은 골프이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",광주 남구,봉선골프존,61703,광주광역시 남구 불로마을길 9,골프,골프,110000,7,-7,2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 용대로 117 Y2휘트니스으로, 우편번호가 61674이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 헬스이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",광주 남구,Y2휘트니스,61674,광주광역시 남구 용대로 117,헬스,헬스,110000,7,"(2, 3, 4, 5, 6, 7, 8, 9, 10)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 용대로 180-6 코어스포츠재활센터으로, 우편번호가 61676이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 맞춤형운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 남구,코어스포츠재활센터,61676,광주광역시 남구 용대로 180-6,헬스,맞춤형운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 용대로 180-6 코어스포츠재활센터으로, 우편번호가 61676이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 체형교정/스포츠마사지이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 남구,코어스포츠재활센터,61676,광주광역시 남구 용대로 180-6,헬스,체형교정/스포츠마사지,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 중앙로50번안길 15 JY태권도으로, 우편번호가 61645이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 남구,JY태권도,61645,광주광역시 남구 중앙로50번안길 15,태권도,태권도,110000,7,"(7, 8)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 천변좌로338번길 16 광주실내스키장으로, 우편번호가 61636이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 실내스키장 스키강습- 2회권 (성수기)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 남구,광주실내스키장,61636,광주광역시 남구 천변좌로338번길 16,기타종목,실내스키장 스키강습- 2회권 (성수기),110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 회서로22번길 16 합기도주월도장으로, 우편번호가 61730이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 합기도주월도장이며, 강좌는 (3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 남구,합기도주월도장,61730,광주광역시 남구 회서로22번길 16,합기도,합기도주월도장,110000,7,"(3, 4, 5, 6, 7, 8, 9)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 회재로1186번길 31 조선태권도장으로, 우편번호가 61731이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 24.장애인태권도교실이며, 강좌는 (7, 10, 11)월에 개최되며, 가격은 110000원입니다. ",광주 남구,조선태권도장,61731,광주광역시 남구 회재로1186번길 31,태권도,24.장애인태권도교실,110000,7,"(7, 10, 11)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 효우로 79 하늘예합기도으로, 우편번호가 61746이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 합기도.음악줄넘기이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 남구,하늘예합기도,61746,광주광역시 남구 효우로 79,합기도,합기도.음악줄넘기,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 남구에 있는 체육시설의 상세 주소는 광주광역시 남구 효천2로가길 17 여송검도관으로, 우편번호가 61754이고, 이용 가능한 종목은 검도입니다. 제공하는 강좌의 강좌명은 검도의 기본 및 실기, 검도의 본, 본국검법이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 남구,여송검도관,61754,광주광역시 남구 효천2로가길 17,검도,"검도의 기본 및 실기, 검도의 본, 본국검법",110000,7,"(6, 7, 8, 9)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주 동구 중앙로358(계림동,금호계림주상복합) 볼러스 계림점 볼링장으로, 우편번호가 61402이고, 이용 가능한 종목은 볼링입니다. 제공하는 강좌의 강좌명은 시각장애인 볼링 수업이며, 강좌는 (3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,볼러스 계림점 볼링장,61402,"광주 동구 중앙로358(계림동,금호계림주상복합)",볼링,시각장애인 볼링 수업,110000,7,"(3, 4, 5, 6, 7, 8)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 갈마로 48 율곡태권도으로, 우편번호가 61409이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 동구,율곡태권도,61409,광주광역시 동구 갈마로 48,태권도,태권도,110000,7,"(4, 5, 6, 7, 8, 9)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [1탄] 서울대+행정고시 합격자가 알려주는 기초체력 홈트레이닝!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[1탄] 서울대+행정고시 합격자가 알려주는 기초체력 홈트레이닝!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [1탄] 식습관, 생활습관 교정으로 체력 UP 체중 DOWN!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"[1탄] 식습관, 생활습관 교정으로 체력 UP 체중 DOWN!",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [1탄] 우리가족 행복가득! 신나고 재밌는 에어로빅!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 10)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[1탄] 우리가족 행복가득! 신나고 재밌는 에어로빅!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 10)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [1탄] 하루를 건강하게! 유산소와 근력을 한번에 잡는 파워로빅!이며, 강좌는 (1, 2, 3, 4, 6, 7, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[1탄] 하루를 건강하게! 유산소와 근력을 한번에 잡는 파워로빅!,110000,7,"(1, 2, 3, 4, 6, 7, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [2탄] 긍정에너지 UP! 집에서 배우는 K-POP댄스!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[2탄] 긍정에너지 UP! 집에서 배우는 K-POP댄스!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [2탄] 식습관, 생활습관 교정으로 체력 UP 체중 DOWN!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"[2탄] 식습관, 생활습관 교정으로 체력 UP 체중 DOWN!",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [2탄] 우리가족 행복가득! 신나고 재밌는 에어로빅!이며, 강좌는 (1, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[2탄] 우리가족 행복가득! 신나고 재밌는 에어로빅!,110000,7,"(1, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [2탄] 음악과 함께 신나게! 스트레스, 체지방 날리는 뮤직복싱!이며, 강좌는 (2, 3, 5, 6, 7, 8, 9, 10, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"[2탄] 음악과 함께 신나게! 스트레스, 체지방 날리는 뮤직복싱!",110000,7,"(2, 3, 5, 6, 7, 8, 9, 10, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [3탄] 식습관, 생활습관 교정으로 체력 UP 체중 DOWN!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"[3탄] 식습관, 생활습관 교정으로 체력 UP 체중 DOWN!",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [4탄] 하루를 건강하게! 유산소와 근력을 한번에 잡는 파워로빅!이며, 강좌는 (1, 2, 7)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[4탄] 하루를 건강하게! 유산소와 근력을 한번에 잡는 파워로빅!,110000,7,"(1, 2, 7)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [고급편] 면역력UP! 체력 UP!  콤비네이션과 체력을 한번에! 킥복싱이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[고급편] 면역력UP! 체력 UP!  콤비네이션과 체력을 한번에! 킥복싱,110000,7,"(2, 3, 4, 5, 6, 7, 8, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [초급편] 면역력UP! 체력 UP! 체력은 기본, 호신술까지! 종합격투기(MMA)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"[초급편] 면역력UP! 체력 UP! 체력은 기본, 호신술까지! 종합격투기(MMA)",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 ★트램펄린 필수★ 관절에 무리 없이 체지방은 DOWN! 기초체력은 UP!이며, 강좌는 (1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,★트램펄린 필수★ 관절에 무리 없이 체지방은 DOWN! 기초체력은 UP!,110000,7,"(1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 건강한 루틴을 위한 매트 필라테스!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,건강한 루틴을 위한 매트 필라테스!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 구본강원장의 하루 1분 집에서 쉽게 살빼는 운동 다이어트 파트 1이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,구본강원장의 하루 1분 집에서 쉽게 살빼는 운동 다이어트 파트 1,110000,7,"(7, 8)",2024
